label,intensity_DNA1,intensity_PD1,intensity_SOX10,polarity_PD1,centroid-0,centroid-1
2187,766616.0,947656.0,134475.0,0.09253272770065568,1258,293
2188,1333832.0,980020.0,195125.0,0.08351195581735457,1278,295
2190,1291660.0,624405.0,146234.0,0.18794795124349092,1334,294
2191,1590513.0,323041.0,72499.0,0.1770695236772485,1719,292
2192,945785.0,1647265.0,104729.0,0.10732544648437706,1737,290
2193,1551133.0,453333.00000000006,64199.0,0.04392548896119998,1838,290
2198,1061846.0,1519575.0,195621.0,0.02006764970591175,842,299
2202,1485209.0,217765.0,77469.0,0.1404947852731184,1638,289
2203,1226468.0,863687.0000000001,78563.0,0.0779578378142152,1680,293
2204,1010232.0,960633.9999999999,66030.0,0.05320612098731288,1688,295
2206,699653.0,614906.0,54694.0,0.04951929471606666,1942,290
2207,1001999.0,266105.0,56791.0,0.13870790470279243,1950,291
2208,877283.0,1431153.0,231745.0,0.10738150520184982,370,297
2209,1374422.0,2643173.0,249806.0,0.06193141340078166,509,293
2211,1460731.0,507106.0,112213.0,0.10330564572003394,1405,290
2212,1332592.0,192703.0,64167.0,0.18499606637480345,1471,293
2215,1211317.0,182224.0,61661.0,0.19208238396825705,1585,289
2216,1287179.0,151877.0,65443.0,0.21561807817799508,1630,291
2217,1019776.0,478396.0,50096.0,0.21585880898746437,1865,290
2221,1317217.0,310828.0,154506.0,0.18446316523644168,687,299
2222,1241806.0,554062.0,759060.0,0.07584259561043907,1153,296
2223,1395700.0,613930.0,903080.0,0.1033202713355277,1174,293
2224,2125598.0,2221572.0,147143.0,0.03526590754601487,1443,297
2225,1604487.0,1418842.0,102185.0,0.16129792425558026,1457,296
2226,1332182.0,288116.0,56781.0,0.15485950423206685,1501,294
2228,1116018.0,148694.0,86327.0,0.2372599255830005,894,294
2231,1073711.0,493422.00000000006,80876.0,0.1600031014358846,1361,295
2232,587098.0,121317.0,44069.0,0.022927391331161135,1538,294
2235,879433.0,1248656.0,89602.0,0.03388384773575947,1756,297
2236,2153931.0,778801.0,143583.0,0.15285807592767303,1814,300
2237,515110.0,860222.0,71191.0,0.1347897079616449,1825,294
2239,586017.0,966717.0,299662.0,0.23880083130894514,225,302
2242,941530.0,482871.0,125063.99999999999,0.11845939481901327,1422,294
2244,1074053.0,2346415.0,89473.0,0.08796664889322477,1666,296
2245,1174378.0,413364.0,44507.0,0.06281706680348001,1766,292
2246,1179942.0,337475.0,44903.0,0.02793471691469506,1791,292
2249,1481760.0,889108.0,180878.0,0.1492946002901309,410,301
2251,626263.0,405452.0,571548.0,0.06928310809626188,1144,293
2253,604429.0,1855049.0,122106.0,0.04579357050503365,1346,302
2255,912744.0,312949.0,35219.0,0.07145745703723491,1872,295
2259,1544187.0,640175.0,150821.0,0.16576058041677666,2058,303
2261,843314.0,2321625.0,241428.99999999997,0.057190000197989255,732,302
2262,998236.9999999999,428877.0,61639.99999999999,0.14903919627817866,1574,297
2263,1276909.0,178508.0,58320.0,0.08412537256150746,1649,295
2265,1039633.0,114391.0,39708.0,0.0829245132787899,1964,295
2266,1020288.0,353823.0,107284.0,0.05417536129047011,2025,301
2267,2535588.0,301705.0,3493578.0,0.011271810648286926,172,308
2268,1416558.0,3359789.0000000005,292542.0,0.11554347429427984,481,305
2270,618314.0,1153056.0,223913.00000000003,0.07168869833905989,699,306
2272,984994.0,504144.0,842111.0,0.04794206729076705,1126,301
2276,1252503.0,186083.0,67095.0,0.15725613498893753,1955,298
2279,927032.0,664573.0,203230.0,0.25250350424674084,859,305
2282,812667.0,580986.0,84864.0,0.08604977854345192,1782,299
2283,1054734.0,1778677.0,54750.0,0.042542221019571724,1856,300
2287,667798.0,161872.0,31987.0,0.0,1517,298
2288,1986447.0,479368.0,139508.0,0.12488880097211408,1550,302
2289,1278513.0,218226.0,54214.0,0.18100599119997013,1582,300
2292,1273042.0,175292.0,57964.00000000001,0.012161544546760005,1614,300
2295,1014076.0,457766.0,45390.0,0.03619813847675823,1864,299
2297,847254.0,202628.0,32285.000000000004,0.012378513185415729,1941,298
2298,1384038.0,351439.0,56204.99999999999,0.09890413734195906,1972,298
2301,1024542.0,1210458.0,236864.0,0.25678637785632813,999,303
2304,486086.0,2995907.0,65290.0,0.0879402130971184,1675,299
2311,807911.9999999999,274237.0,241398.0,0.15488698188114836,16,307
2312,520139.0,186419.0,618490.0,0.062240047569275946,288,308
2315,584181.0,232548.0,482632.0,0.146399640473089,1117,300
2316,1270448.0,422444.0,81502.0,0.020561219504321864,1537,300
2317,1025559.0000000001,1065451.0,118666.0,0.048746876386864674,1716,301
2320,666608.0,211600.0,931935.0,0.01854838057151509,299,310
2322,1078231.0,117054.0,43919.0,0.09420341848661956,1486,300
2325,2041026.9999999998,290629.0,2129946.0,0.27798435722984843,122,309
2326,1467406.0,261703.0,2190783.0,0.03681562711283753,160,314
2330,1144187.0,2874623.0,196686.0,0.17238809973103553,1286,307
2331,826925.0,507896.0,83873.0,0.11942580876185536,1465,304
2334,1152601.0,421302.0,111894.0,0.026889739432402075,1568,306
2336,1323791.0,157289.0,52513.0,0.037273150556114805,1919,302
2338,435110.0,462474.0,115858.0,0.07294603336832677,86,303
2340,943405.0,3972783.0,213519.0,0.060570237811694905,632,307
2341,952544.0,325608.0,147168.0,0.1878201208514567,1408,310
2344,1662615.0,840982.0000000001,75115.0,0.042240875599868714,1751,309
2346,993079.0,493759.0,58739.0,0.29093250087494515,1965,304
2347,1043403.9999999999,3024820.0,334121.0,0.07076534733482313,939,313
2348,929524.0,1522360.0,169825.0,0.11728394688387415,1270,309
2349,1394406.0,577995.0,144627.0,0.32213165632547924,1364,304
2352,1234199.0,6592617.999999999,148200.0,0.04577397972358987,1697,305
2354,1582464.0,6147947.0,300039.0,0.2091627005985279,756,313
2355,1656529.0,513931.0,225751.0,0.29822121524866135,887,312
2356,1765711.0,614006.0,203992.0,0.045650018804362265,1183,308
2359,841468.0,393555.0,44062.0,0.022585515924167746,1757,305
2361,1132991.0,580522.0,107854.0,0.22842410210479222,2012,305
2363,910406.0,1188835.0,203205.0,0.12442848014614806,502,314
2364,1625573.0,792788.0000000001,293396.0,0.15267202832838273,842,310
2366,1037354.0,353972.0,58906.0,0.2217088882916149,1835,307
2367,1692524.0,1927119.9999999998,323942.0,0.10628864312904755,1213,313
2368,444669.0,93169.0,30877.0,0.0,1503,308
2370,726454.0,959732.0000000001,51136.0,0.0,1861,308
2371,979004.0000000001,208925.0,36380.0,0.0,1870,306
2372,1292772.0,686744.0,84961.0,0.08458310047729202,1977,312
2373,657616.0,99666.0,45122.0,0.11190957424931926,2024,307
2374,1007279.0,1944020.0,269241.0,0.09574543009502967,1021,315
2375,1253479.0,339440.0,123088.0,0.1407156138762415,1417,317
2377,1073973.0,218102.0,58933.0,0.03690608158936994,1609,308
2380,636099.0,345380.0,32537.0,0.005653132155854071,1850,309
2383,1166496.0,220246.0,65690.0,0.17502243157666478,2073,316
2384,1426710.0,2820019.0,340044.0,0.20316303392463608,365,319
2385,544339.0,916486.0,79177.0,0.05507346875275289,458,317
2386,1568570.0,734518.9999999999,204732.0,0.18676477805598662,657,310
2388,2644125.0,416465.99999999994,1790600.9999999998,0.2723362936148194,1098,319
2389,789417.0,230990.0,349113.99999999994,0.11922184870761614,1170,315
2390,924381.0,82617.0,31293.0,0.05645167799457926,1489,309
2391,1067106.0,183305.0,38040.0,0.0,1511,308
2396,893919.0,394823.0,1678345.0,0.29161626817712305,92,318
2399,1005444.9999999999,1287075.0,296456.0,0.21862176734286423,782,319
2401,1578161.0,388438.0,125197.99999999999,0.0761874041520474,1331,318
2403,1812562.0000000002,693181.0,127776.99999999999,0.2046829604168977,1580,315
2409,775407.0,362287.0,55164.0,0.1601581571091169,1929,309
2411,1353827.0,273395.0,132994.0,0.12748212554134317,2081,320
2413,1439453.0,333923.0,399994.0,0.24518377413867276,259,322
2414,1313920.0,524944.0,177524.0,0.16111852703970897,908,312
2416,1277809.0,1514736.0,199245.0,0.06523750142982737,1315,317
2418,957838.0,418053.0,78953.0,0.05897197004354469,1549,310
2422,1256659.0,584097.0,112908.0,0.20330892294828093,1959,316
2423,1423090.0,230084.0,1683664.0,0.0586644320386631,180,317
2424,832567.0,854071.0,177819.0,0.0815237172540739,678,311
2425,1735671.0,1195711.0,271000.0,0.3408833870009361,731,315
2427,544145.0,862304.9999999999,145615.0,0.1322889074095657,1004,315
2428,793795.0,567541.0,508923.0,0.05567273159335699,1131,320
2429,1117491.0,634803.0,295680.0,0.37758297805225804,1379,322
2433,1345089.0,945790.0,115941.00000000001,0.16534946642181503,1768,319
2434,1093918.0,2274043.0,101050.0,0.15134327773276374,1774,321
2435,2309619.0,2237024.0,420717.0,0.10066811316858654,1832,317
2437,979048.0000000001,409280.0,69800.0,0.04167652120033272,1992,318
2438,1015039.0,1700171.0,76772.0,0.018038666524576617,2003,320
2440,1673544.0,242381.0,88265.0,0.007836953030125228,2064,314
2441,1096209.0,223357.0,85400.0,0.1395824007040784,1452,314
2442,1552802.0,1700056.0,80607.0,0.10767431252376872,1675,319
2443,774787.0000000001,119744.0,33181.0,5.903755127862948e-06,1733,312
2447,880530.9999999999,189138.0,33284.0,0.022881301014988736,2037,315
2449,1439922.0,2597945.0,157469.0,0.03659971735109719,449,324
2450,1534418.0,258791.0,98500.0,0.22285094734421126,1438,322
2451,1382049.0,1753678.0,68326.0,0.02809681914385095,1706,320
2452,975037.0,396662.0,60459.0,0.075040846455505,1757,315
2453,1067128.0,273713.0,36908.0,0.11733613810749616,1802,314
2454,1041278.0,218970.0,37511.0,0.0,1856,315
2455,524098.0,181971.0,123285.00000000001,0.07848409134565612,2099,324
2456,1015234.0,428280.0,838733.0,0.21833819885032568,342,325
2457,1394518.0,2636150.0,184490.0,0.0774214205695377,382,321
2460,1392711.0000000002,1358624.0,213038.0,0.13393653657264393,587,319
2461,1438820.0,1265424.0,215690.0,0.1732333620413561,619,324
2464,1368841.0,727090.0,85475.0,0.15382156027089028,1527,315
2467,1235810.0,295417.0,49240.0,0.0,1864,316
2469,4322341.0,583689.0,4009574.0,0.17359338622280276,17,327
2470,2099138.0,295023.0,2488300.0,0.08124230703082612,199,328
2472,1135230.0,841441.0,252673.0,0.1915057623394384,1362,322
2473,1295844.0,183025.0,75810.0,0.2960376847254335,1598,318
2477,1851735.0,423098.0,257372.00000000003,0.150392009954789,2128,327
2479,1013651.0,2265215.0,171621.0,0.0907141520778871,485,322
2480,315390.0,860255.0000000001,54923.0,0.040268355446418914,566,319
2481,1645867.0,384470.0,148543.0,0.3168050935717056,1404,321
2482,978225.0,674530.0,89912.0,0.0628348611363098,1544,321
2483,2039253.0,720774.0,120071.0,0.06570406188189658,1566,322
2484,1164491.0,175916.0,51512.0,0.0589410707225949,1644,318
2487,1020188.0,398441.0,41924.0,0.0,1872,316
2488,1156809.0,499365.00000000006,72764.0,0.22702974677722992,2057,320
2489,1597530.9999999998,851634.0,125141.0,0.23700459194562679,397,320
2490,443497.0,781772.0,98452.0,0.0634179526075622,897,321
2491,1495548.0,605309.0,99779.0,0.22442085143255877,1633,323
2493,1413009.0,1844046.0,113498.0,0.14040450623896708,1932,320
2494,1188667.0,1354650.0,142240.0,0.18721338575740315,1946,326
2495,755778.0,1398666.0,226919.0,0.058393936170702404,959,327
2496,1250770.0,4433832.0,403413.0,0.045723804152050074,1077,328
2499,1073079.0,616926.0,106015.0,0.028813435181521675,1553,321
2502,2641683.0000000005,531777.0,3268690.0,0.07956173675179891,312,328
2506,807927.0,105458.0,30844.0,0.004334511439494057,1730,320
2507,964470.0,165099.0,44638.0,0.0,1971,320
2508,601277.0,970607.0,43695.0,0.04074269869062879,2009,324
2512,992021.0,478014.0,67304.0,0.08381935659609119,1619,328
2514,1223664.0,277216.0,39320.0,0.0,1697,321
2516,448521.0,241230.0,105922.0,0.30168078790584013,51,324
2517,1774766.0,304792.0,2187122.0,0.3929512222014686,128,328
2518,1572849.0,229597.0,1564029.0,0.027882296239836585,226,336
2519,2070855.0,337521.0,2237017.0,0.23344847861675447,239,335
2520,1067737.0,2243707.0,227740.0,0.0854117152045712,542,330
2524,901268.0,93932.0,49149.0,0.21737945495265584,1446,322
2525,2039053.9999999998,454162.0,121496.00000000001,0.052131457264324554,1480,325
2526,896655.0,155359.0,35037.0,0.0,1515,322
2529,1601818.0,631726.0,97169.0,0.043843418245326164,1843,323
2533,842924.0,1159791.0,207567.0,0.11988133479218845,995,329
2537,1274143.0,876031.9999999999,155160.0,0.20939832189287214,1296,326
2540,1926330.0,240423.0,98697.0,0.2331375572951853,1601,326
2541,1157236.0,537780.0,65626.0,0.13776736312527124,1747,324
2542,1053818.0,744729.0,105046.0,0.05022964405907666,1805,323
2544,1046419.0,215198.0,49502.0,0.0977012346552152,1876,323
2545,497928.0,258308.0,112135.0,0.3207424762491014,44,330
2546,1687837.0,1857164.0,180233.0,0.15078098882774904,554,329
2549,1918772.0,361565.0,168859.0,0.17357938268066603,1178,329
2551,1706947.0,496499.0,108311.0,0.07506190562518837,1471,332
2553,946351.0000000001,300392.0,73286.0,0.006249949709528878,1611,331
2554,1091593.0,233356.0,56680.0,0.264370338997566,1913,331
2555,1009728.0,843227.0,64986.0,0.2313071727608043,2047,328
2557,1841037.0,3072997.0,279446.0,0.1011885355901455,433,335
2558,539332.0,1472749.0,110409.0,0.09455941027109553,458,324
2559,1769584.0,6395232.0,300756.0,0.08877553933315768,1246,336
2561,1164274.0,950877.0,120140.0,0.033710353711550574,1329,327
2562,880099.0,82005.0,28193.0,0.0,1660,324
2564,1237272.0,195720.0,51384.0,0.00020118951123300485,1852,326
2565,858447.0,112362.0,28941.0,0.0,1869,325
2568,1515724.0,260035.0,1554991.0,0.07222240351918602,170,333
2569,1828183.0000000002,280709.0,2213116.0,0.07845723473749981,288,331
2570,2431396.0,1169396.0,371380.0,0.2314869477272187,856,336
2571,553483.0,69747.0,629585.0,0.135007673670664,1152,325
2573,817024.0,589365.0,50354.0,0.08521410392473813,2015,329
2574,1185453.0,333927.0,1378170.0,0.25690329242755455,90,330
2577,972458.0000000001,467984.0,88350.0,0.18173316831724276,846,335
2579,1426051.0,203438.0,1061047.0,0.06466769233468402,1115,335
2580,2662455.0,276963.0,1913487.0,0.1741643523444862,1131,332
2583,835577.0,61053.0,29258.0,0.015283761644251733,1650,326
2584,1432580.0,298958.0,55342.0,0.2069525328770069,1680,328
2586,565353.0,264290.0,35458.0,0.03521569367069314,1969,326
2587,2374319.0,303897.0,2515556.0,0.0774450628025573,150,341
2592,862722.0,127108.0,536061.0,0.22317352941114385,1143,332
2593,1278762.0,450003.0,560911.0,0.08365499005449673,1458,334
2594,1003762.9999999999,165703.0,49843.0,0.12016379573206121,1640,329
2595,1271746.0,157837.0,50344.0,0.24245817916177076,1668,328
2596,1456936.0,535176.0,67219.0,0.19413544891657428,1733,329
2600,1701228.0,688811.0,162194.0,0.07752285674868284,1343,336
2601,1711837.0,2545979.0,312220.0,0.06572292595137384,1382,337
2602,1161557.0,523178.0,95010.0,0.12909315529049856,1543,330
2604,1160931.0,220102.0,47204.0,0.13144276115786524,1656,330
2606,1514521.0,343726.0,70235.0,0.019891530007075383,1863,331
2607,860511.0,306550.0,40864.0,0.01181653424293413,1987,327
2609,578359.0,210024.0,47729.0,0.03343208913557989,2069,333
2610,2024498.0,463124.0,2751328.0,0.1407336967434236,913,341
2611,2107390.0,2286527.0,2068699.0,0.2854666406163225,1059,340
2612,1097365.0,167688.0,47746.0,0.015174574702126657,1501,330
2614,709329.0,71168.0,30398.0,0.0,1695,331
2615,1173048.0,1601156.0,145140.0,0.09625262659341062,1794,336
2616,1048256.0,461328.0,47636.0,0.019147384634383653,1976,330
2617,1328588.0,502228.99999999994,98824.0,0.06391444433314457,2089,336
2619,1210244.0,1647527.0,281715.0,0.051517006879265505,111,340
2620,2057305.0,267656.0,2472763.0,0.06743900021333192,185,340
2621,562257.0,1716587.0,91401.0,0.02898686148487018,396,334
2622,1453042.0,1686634.0,238637.0,0.21175827051823232,1217,342
2625,1813786.0,236184.0,1974614.0,0.029684449037660918,214,341
2628,1476685.0,2179056.0,538236.0,0.09825151837078216,984,342
2636,788483.0,282323.0,30889.0,0.038217700631570255,1966,332
2638,902231.0,533185.0,61047.0,0.22793688980363339,2053,334
2644,1247234.0,543294.0,62572.0,0.19593349135446853,1950,335
2648,1293979.0,1847916.0,202538.0,0.06803513176854803,1312,343
2649,482873.00000000006,567511.0,68277.0,0.05828509828364347,1326,333
2650,976931.0,280711.0,56136.0,0.019294221175218756,1493,340
2653,745405.0,521129.0,43604.0,0.0724104243896489,2030,335
2658,2106357.0,359697.0,174547.0,0.1034830674886703,1426,337
2661,1839596.0,1739021.0000000002,148717.0,0.08630504086303296,1776,342
2662,1286492.0,382958.0,91691.0,0.029920559296501704,1810,343
2665,1336052.0,7529528.0,316244.0,0.06590476150374242,1279,342
2667,1164909.0,187616.0,45450.0,0.08783407636309037,1533,339
2669,1103462.0,118940.0,42702.0,0.1102760046334136,1590,336
2672,844311.0,271182.0,43324.0,0.015435624664498162,2076,339
2673,1210568.0,2266461.0,130636.0,0.021974510195929244,445,341
2674,534348.0,429116.0,192334.0,0.18746654179858377,1092,341
2677,1447168.0,124959.0,54772.0,0.0,1705,337
2678,1100834.0,131497.0,46744.0,0.0,1715,337
2683,787602.0,176303.0,920614.0,0.38068568351704235,129,340
2685,1127791.0,506181.0,58212.0,0.17148627809446854,1635,341
2687,772275.0,699191.0,111747.0,0.33737690795193376,1839,344
2688,1374638.0,763830.0,99673.0,0.1966003801218772,1878,346
2689,1377149.0,2693915.0,106282.0,0.059030992709181246,1929,348
2691,1015953.0,182683.0,35247.0,0.004812569662891141,1977,338
2693,545093.0,1904523.0,80088.0,0.030589680300941415,388,341
2694,607618.0,857930.0,61040.00000000001,0.06388009837063625,410,341
2696,1732241.0,2574072.0,315098.0,0.07296361078643707,520,347
2699,3013694.0,4218118.0,2101825.0,0.11277399559001253,1200,351
2703,1155221.0,144647.0,40975.0,0.057819551240051614,1542,338
2704,927469.0,494394.0,43753.0,0.07303221685117571,1614,338
2708,883572.9999999999,447926.99999999994,73985.0,0.24163317869000314,1885,344
2709,1073242.0,186257.0,45829.0,0.08998596295422297,2065,339
2711,450370.0,136452.0,395563.99999999994,0.06813372566256734,198,342
2712,976810.0,204576.0,39997.0,0.025193652653530966,1526,340
2713,786789.0,367185.0,68790.0,0.11582937779139924,1848,339
2714,523548.0,177918.0,26699.0,0.0,1911,339
2716,904938.0,541488.0,187039.0,0.0925189526061407,693,348
2717,572847.0,734444.0,121809.99999999999,0.04707712272898513,705,345
2718,1203757.0,566285.0,1137398.0,0.3456706830265501,1010,347
2720,1468545.0,1559533.0,172295.0,0.1326354712774398,1172,348
2721,1498358.9999999998,546585.0,124162.0,0.1599571190704488,1398,346
2722,1012351.0,140300.0,43119.0,0.05579853681091224,1506,340
2727,1316234.0,569184.0,62078.0,0.1154480513763466,1999,340
2729,628824.0,1054198.0,180714.0,0.14579039651052728,48,343
2730,2274196.0,336195.0,2016832.0000000002,0.17807344392224145,255,352
2731,1919672.0000000002,1769532.0,327776.0,0.11357014050042653,330,355
2732,944238.9999999999,751999.0,158346.0,0.14856057654477442,942,349
2733,639443.0,143495.0,761387.0,0.3184584306920253,1105,341
2734,915196.0,127690.0,43931.0,0.015668038345894912,1517,341
2738,922339.0,819063.0,40173.0,0.08314597467700185,1922,342
2741,490370.0,1181227.0,150881.0,0.06513266844422391,323,352
2742,1086728.0,4025699.0,167529.0,0.08707178694508802,483,352
2743,1471741.0,211454.0,916566.0,0.1449405534811901,1116,342
2744,831714.0,173911.0,77585.0,0.02138407203637828,1444,343
2745,1422051.0,210916.0,114327.0,0.05761740506783208,1451,346
2746,1230381.0,129178.0,44309.0,0.11005833348147138,1500,344
2748,1393454.0,556971.0,69028.0,0.09590612081127506,1686,344
2749,1113323.0,66807.0,37584.0,0.012375093913715584,1697,343
2750,627640.0,478118.0,71808.0,0.12374722660498935,1829,352
2752,1069889.0,294180.0,44019.0,0.00477983596761607,2081,345
2753,1432765.0,205528.0,87458.0,0.2218225218059118,2143,345
2756,1474840.0,518861.99999999994,261126.00000000003,0.38066809314784295,588,351
2758,2102216.0,1500779.0,1271284.0,0.23545572772834159,896,356
2759,1859061.0,488505.0,2274449.0,0.2253168561286913,1028,344
2761,1286656.0,2781826.0,262181.0,0.07492090249117399,1225,352
2764,1555531.0,1424273.0,96978.0,0.153929627174367,1744,345
2765,1079797.0,202674.0,46272.0,0.004391733753621335,1905,345
2766,1224027.0,463438.0,62039.00000000001,0.1320520039963312,2059,345
2767,644155.0,661257.0,147557.0,0.05950580757884583,758,353
2769,1807638.0,1011401.0,128166.99999999999,0.12855773259900338,1464,350
2771,2307788.0,311089.0,3406579.0,0.3612627523446945,122,352
2772,806272.0,1293809.0,120337.0,0.10605786127553661,460,350
2773,1678281.0,662695.0,232413.0,0.22175917722162403,562,354
2774,900475.0000000001,1710911.0000000002,209519.0,0.1453564927587532,953,355
2775,774808.0,717722.0,168852.0,0.15535828346811958,1140,352
2776,839910.0,1278612.0,167057.0,0.15106794711350405,1236,356
2777,1053275.0,324432.0,93647.0,0.12283909147466873,1410,353
2778,1220186.0,1525789.0,68874.0,0.06961482998835072,1625,346
2780,1356467.0,381438.0,58132.0,0.0058806289397132176,1713,347
2782,1184896.0,732235.0,46032.0,0.020063852327812957,1914,346
2784,1171712.0,316411.0,54013.0,0.08773669025720449,1975,347
2786,699142.0,1555511.0,95071.0,0.029712193855031554,395,350
2788,814725.0,376593.0,167558.0,0.241180624622347,1421,353
2790,1640523.0,377130.0,90975.0,0.10528747461020356,1666,349
2791,1745455.0,594185.0,96462.0,0.1513339764834119,1726,346
2793,643973.0,218422.0,26008.0,0.0,1967,347
2794,796198.0,209294.0,33229.0,0.17993670499576378,2010,348
2795,651355.0,106928.0,28980.0,0.00035046968534470916,2068,346
2796,1217740.0,169613.0,66301.0,0.1489248598918783,2090,347
2797,1723293.0,292212.0,1600335.0,0.10574453020311843,234,350
2798,1694762.0,3273431.9999999995,243241.0,0.035823102268632216,440,353
2799,485119.0,202041.0,34985.0,0.0,1519,348
2802,2207858.0,275918.0,2559852.0,0.19512482707581452,64,359
2803,1445642.0,638429.0,193904.0,0.05760875658442739,785,351
2804,4440169.0,2708690.0,2949806.0,0.23606293405866277,874,359
2805,1650319.0,192483.0,1976936.0,0.07332900790121598,907,352
2810,966958.0000000001,336331.0,41009.0,0.0362956600770867,1890,351
2811,1089321.0,459879.0,59015.00000000001,0.10941516498273815,1946,353
2815,486721.0,795654.0,109718.0,0.040736617688520556,546,359
2816,711009.0,682267.0,80959.0,0.016720936850195114,629,353
2820,1127704.0,780553.9999999999,222398.99999999997,0.17449821370277288,1348,356
2821,892728.0,104370.0,44088.0,0.015491062920180045,1511,351
2822,1125232.0,110736.0,42050.0,0.048536409885982075,1581,351
2823,1109933.0,207814.0,46771.0,0.07049520082689534,1603,352
2824,1099335.0,217872.0,52011.0,0.028839929126439477,1637,350
2826,964457.0,758313.0,58293.0,0.10006863130315521,1756,350
2830,982174.0,278899.0,59132.0,0.05141620842636394,1845,354
2831,1656996.0,838927.0,93681.0,0.04591449519419602,1853,357
2834,2269733.0,273985.0,3653342.0,0.14554158689355834,79,358
2835,294767.0,78924.0,275666.0,0.035262098662069113,147,351
2838,1449486.0,1948762.9999999998,161263.0,0.13836289299337615,1372,357
2840,1224093.0,199170.0,65447.0,0.018599438847215384,1550,352
2842,1039546.0,746513.0,83767.0,0.12128277289607925,2029,352
2844,418843.0,1212617.0,86768.0,0.06133215393823001,472,358
2846,1395211.0,323130.0,79673.0,0.2855651825524535,1657,354
2847,743397.0,382375.0,46510.0,0.12469266654362877,1705,351
2849,885281.0,198710.0,29525.0,0.1836568820155095,2023,353
2850,971889.0,327072.0,45913.0,0.12348990930608818,2072,351
2855,1322173.0,594470.0,131455.0,0.1092236598814604,1289,360
2857,1295655.0,374464.0,53654.0,0.24037341354087707,1646,355
2858,1575557.0,518603.0,105502.0,0.1126704160546123,1686,355
2859,1260441.0,402399.0,67322.0,0.12116385304219583,1837,356
2861,932178.0000000001,249598.0,39124.0,0.0,1956,354
2862,1193346.0,381690.0,83810.0,0.23176975600853925,2088,353
2863,572908.0,817876.0,155657.0,0.0926165860792697,2137,356
2865,868910.0,2431153.0,207122.0,0.020130007549558213,423,361
2866,1437808.0,1074648.0,1259882.0,0.20011098794205567,1163,360
2867,1529980.0,143940.0,67778.0,0.14615515760560593,1488,355
2868,819310.0,119843.0,36690.0,0.09509952399713487,1505,356
2869,1529775.0,1046143.0,99905.0,0.1248509009535638,1733,360
2870,1201526.0,2550619.0,100259.0,0.15392662480076968,1788,362
2871,1053546.0,224799.0,41098.0,0.12768939687464417,1807,353
2872,776056.0,1127712.0,50381.0,0.015636150483003593,1919,357
2875,502002.0,303624.0,508683.0,0.14138523966279146,18,365
2876,1543354.0,1434740.0,175532.0,0.09371256021147563,538,364
2878,1903423.0,540462.0,229658.0,0.20872619108396243,1268,362
2881,1052724.0,146207.0,36821.0,0.0,1904,355
2883,1515245.0,1429117.0,90853.0,0.08195758911213864,2057,358
2887,2814908.0,428805.0,2975382.0,0.27425082493872216,281,369
2891,1417031.0,231128.0,92608.0,0.3505221462363046,1474,362
2894,1513192.9999999998,278707.0,72831.0,0.3088145695995989,1820,359
2895,971463.0,1525873.0,226960.0,0.048331442843396015,38,363
2896,2133833.0,406336.0,2575525.0,0.11861837142190886,197,367
2898,1185183.0,2492883.0,208742.0,0.05260163389117022,458,364
2899,792426.0,396195.0,63630.0,0.02538056043329109,1573,358
2901,1273401.0,494664.99999999994,75982.0,0.12107605148431952,1747,360
2902,898693.0,832701.0,49102.0,0.052578745054042246,1759,358
2904,1075652.0,276364.0,44398.0,0.0,1963,357
2906,1776736.0,485852.0,218443.0,0.07489704879415614,693,361
2908,988271.0,538089.0,144176.0,0.22010815762859942,1103,365
2909,789586.9999999999,1939906.0,130964.00000000001,0.14077458618387415,1319,362
2911,1134690.0,453258.0,208033.0,0.19013904411595173,1444,367
2914,856813.0,396190.0,39646.0,0.05625449720075872,2067,361
2916,1476830.0,282822.0,142782.0,0.14795953207213539,577,365
2917,1606464.0,437158.0,1635167.0,0.11950989968456617,1128,369
2918,2203776.0,531821.0,1519772.0,0.10985153989100066,1153,366
2919,974286.0,108774.0,38532.0,0.06366684684725461,1582,358
2921,743663.0,508621.0,39606.0,0.00031673559199931807,1928,359
2922,1600037.0,1414939.0,121273.0,0.08266005326033714,2045,366
2924,1546656.0,348853.0,120718.0,0.3045378377527272,2108,369
2926,522241.0,252845.0,116457.99999999999,0.0985298055143138,940,360
2927,528233.0,1115253.0,125470.00000000001,0.13204392662282838,1328,362
2928,1064047.0,542567.0,141165.0,0.3533252245707041,1463,364
2929,837919.0,368201.0,59203.0,0.13521057192723135,1703,362
2931,1351258.0,519227.0,74203.0,0.05335160276497363,1910,360
2933,680346.0,81400.0,29739.0,0.0,1944,361
2934,842508.0,653763.0,45409.0,0.042730072722931126,2018,360
2935,1090443.0,123385.0,840041.9999999999,0.018062389560064222,263,365
2938,1451610.0,323361.0,1208038.0,0.07430671741010975,1200,361
2939,1248136.0,109129.0,62824.0,0.3074169555209608,1484,362
2940,577280.0,327233.0,39483.0,0.21243774602228546,1495,361
2941,1155876.0,227694.0,55769.0,0.014043895539799449,1695,360
2943,1649491.9999999998,1634740.0,104673.0,0.056131555859344706,1772,364
2944,1246429.0,277143.0,46469.0,0.0,1828,361
2947,1849274.0,173157.0,2058766.0,0.10388206191212852,236,370
2949,1988808.0,596982.0,205329.0,0.22396215192254795,675,369
2950,950986.0,256857.00000000003,574370.0,0.42395259450106565,1070,371
